,schnam,leaid,gslo,gshi,openEnroll,level,MultiBdy,COUNTY,ENROLLMENT_x,DistrictName,PhysicalCity,Enrollment_1_x,DATE,ending_teachingmethod,starting_teachingmethod,ending_staffmaskpolicy,ending_studentmaskpolicy,ending_lastverifieddate,OpenDateGrouped,starting_staffmaskpolicy,starting_studentmaskpolicy,starting_lastverifieddate,Enrollment_1_y,ENROLLMENT_y,district_enroll,county_enroll
1963,Perkins High School,3904681,9,12,0.0,3,0,ERIE,597.0,Perkins Local School District,Sandusky,1990.0,8/31/20,Unknown,,Pending,Pending,2020-08-07,9/2/20,,,,1990.0,1948.0,1990.0,14910.0
1964,Perkins Middle School,3904681,6,8,0.0,2,0,ERIE,477.0,Perkins Local School District,Sandusky,1990.0,8/31/20,Unknown,,Pending,Pending,2020-08-07,9/2/20,,,,1990.0,1948.0,1990.0,14910.0
1965,Perry Elementary School,3904578,KG,6,0.0,1,0,ALLEN,453.0,Perry Local School District,Lima,835.0,9/1/20,Online Only,Hybrid,Unknown,Unknown,2020-10-21,9/2/20,Required for all staff,Required for all students,9/24/20,835.0,798.0,835.0,16319.0
1966,Perry High School,3904578,7,12,0.0,3,0,ALLEN,345.0,Perry Local School District,Lima,835.0,9/1/20,Online Only,Hybrid,Unknown,Unknown,2020-10-21,9/2/20,Required for all staff,Required for all students,9/24/20,835.0,798.0,835.0,16319.0
1967,Edison Middle School,3904992,7,8,,2,0,STARK,729.0,Perry Local School District,Massillon,5007.0,8/21/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-30,8/26/20,Required for all staff,Required for all students,9/24/20,5007.0,4873.0,5007.0,59856.0
1968,Genoa Elementary School,3904992,KG,4,,1,0,STARK,355.0,Perry Local School District,Massillon,5007.0,8/21/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-30,8/26/20,Required for all staff,Required for all students,9/24/20,5007.0,4873.0,5007.0,59856.0
1969,Lohr Elementary School,3904992,KG,4,,1,0,STARK,247.0,Perry Local School District,Massillon,5007.0,8/21/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-30,8/26/20,Required for all staff,Required for all students,9/24/20,5007.0,4873.0,5007.0,59856.0
1970,Perry High School,3904992,9,12,,3,0,STARK,1565.0,Perry Local School District,Massillon,5007.0,8/21/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-30,8/26/20,Required for all staff,Required for all students,9/24/20,5007.0,4873.0,5007.0,59856.0
1971,Pfeiffer Intermediate School,3904992,5,6,,2,0,STARK,722.0,Perry Local School District,Massillon,5007.0,8/21/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-30,8/26/20,Required for all staff,Required for all students,9/24/20,5007.0,4873.0,5007.0,59856.0
1972,T C Knapp Elementary School,3904992,PK,4,,1,0,STARK,465.0,Perry Local School District,Massillon,5007.0,8/21/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-30,8/26/20,Required for all staff,Required for all students,9/24/20,5007.0,4873.0,5007.0,59856.0
1973,Watson Elementary School,3904992,KG,4,,1,0,STARK,370.0,Perry Local School District,Massillon,5007.0,8/21/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-30,8/26/20,Required for all staff,Required for all students,9/24/20,5007.0,4873.0,5007.0,59856.0
1974,Whipple Heights Elementary School,3904992,KG,4,,1,0,STARK,420.0,Perry Local School District,Massillon,5007.0,8/21/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-30,8/26/20,Required for all staff,Required for all students,9/24/20,5007.0,4873.0,5007.0,59856.0
1975,Perry Elementary School,3904790,KG,4,0.0,1,0,LAKE,560.0,Perry Local School District,Perry,1699.0,8/24/20,On Premises,Hybrid,Required for all staff,Required for all students,2021-01-19,8/26/20,Required for all staff,Required for all students,9/24/20,1699.0,1691.0,1699.0,27275.0
1976,Perry High School,3904790,9,12,0.0,3,0,LAKE,618.0,Perry Local School District,Perry,1699.0,8/24/20,On Premises,Hybrid,Required for all staff,Required for all students,2021-01-19,8/26/20,Required for all staff,Required for all students,9/24/20,1699.0,1691.0,1699.0,27275.0
1977,Perry Middle School,3904790,5,8,0.0,2,0,LAKE,513.0,Perry Local School District,Perry,1699.0,8/24/20,On Premises,Hybrid,Required for all staff,Required for all students,2021-01-19,8/26/20,Required for all staff,Required for all students,9/24/20,1699.0,1691.0,1699.0,27275.0
1978,Frank Elementary School,3904558,PK,5,0.0,1,0,WOOD,442.0,Perrysburg Exempted Village School Dist,Perrysburg,5822.0,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-14,8/26/20,Required for all staff,Required for all students,9/11/20,5822.0,4320.0,5822.0,20781.0
1979,Perrysburg High School,3904558,9,12,0.0,3,0,WOOD,1524.0,Perrysburg Exempted Village School Dist,Perrysburg,5822.0,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-14,8/26/20,Required for all staff,Required for all students,9/11/20,5822.0,4320.0,5822.0,20781.0
1980,Perrysburg Junior High School,3904558,6,8,0.0,2,0,WOOD,830.0,Perrysburg Exempted Village School Dist,Perrysburg,5822.0,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-14,8/26/20,Required for all staff,Required for all students,9/11/20,5822.0,4320.0,5822.0,20781.0
1981,Toth Elementary School,3904558,PK,5,0.0,1,0,WOOD,482.0,Perrysburg Exempted Village School Dist,Perrysburg,5822.0,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-14,8/26/20,Required for all staff,Required for all students,9/11/20,5822.0,4320.0,5822.0,20781.0
1982,Woodland Elementary School,3904558,PK,5,0.0,1,0,WOOD,543.0,Perrysburg Exempted Village School Dist,Perrysburg,5822.0,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-14,8/26/20,Required for all staff,Required for all students,9/11/20,5822.0,4320.0,5822.0,20781.0
1983,Fort Meigs Elementary School,3904558,PK,5,0.0,1,0,WOOD,499.0,Perrysburg Exempted Village School Dist,Perrysburg,5822.0,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-14,8/26/20,Required for all staff,Required for all students,9/11/20,5822.0,4320.0,5822.0,20781.0
1984,Unassigned,3904558,KG,5,0.0,1,0,,,Perrysburg Exempted Village School Dist,Perrysburg,5822.0,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-14,8/26/20,Required for all staff,Required for all students,9/11/20,,,,
1985,Pettisville Elementary School,3904707,KG,6,0.0,1,0,FULTON,278.0,Pettisville Local School District,Pettisville,541.0,8/19/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-05,8/26/20,Required for all staff,Required for all students,11/5/20,541.0,498.0,541.0,8188.0
1986,Pettisville High School,3904707,7,12,0.0,3,0,FULTON,220.0,Pettisville Local School District,Pettisville,541.0,8/19/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-05,8/26/20,Required for all staff,Required for all students,11/5/20,541.0,498.0,541.0,8188.0
1987,Delta Elementary School,3904708,PK,4,0.0,1,0,FULTON,492.0,Pike-Delta-York Local School District,Delta,1186.0,8/19/20,On Premises,Hybrid,Not required,Unknown,2020-10-05,8/26/20,Not required,Unknown,9/15/20,1186.0,1229.0,1229.0,8188.0
1988,Pike-Delta-York Middle School,3904708,5,8,0.0,2,0,FULTON,404.0,Pike-Delta-York Local School District,Delta,1186.0,8/19/20,On Premises,Hybrid,Not required,Unknown,2020-10-05,8/26/20,Not required,Unknown,9/15/20,1186.0,1229.0,1229.0,8188.0
1989,Pike-Delta-York High School,3904708,9,12,0.0,3,0,FULTON,333.0,Pike-Delta-York Local School District,Delta,1186.0,8/19/20,On Premises,Hybrid,Not required,Unknown,2020-10-05,8/26/20,Not required,Unknown,9/15/20,1186.0,1229.0,1229.0,8188.0
1990,Avondale Elementary School,3904993,KG,4,0.0,1,0,STARK,270.0,Plain Local School District,Canton,7658.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-20,8/26/20,Required for all staff,Required for all students,10/20/20,7658.0,6154.0,7658.0,59856.0
1991,Charles L Warstler Elementary School,3904993,KG,4,0.0,1,0,STARK,352.0,Plain Local School District,Canton,7658.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-20,8/26/20,Required for all staff,Required for all students,10/20/20,7658.0,6154.0,7658.0,59856.0
1992,Frazer Elementary School,3904993,KG,4,0.0,1,0,STARK,368.0,Plain Local School District,Canton,7658.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-20,8/26/20,Required for all staff,Required for all students,10/20/20,7658.0,6154.0,7658.0,59856.0
1993,GlenOak High School,3904993,9,12,0.0,3,0,STARK,2040.0,Plain Local School District,Canton,7658.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-20,8/26/20,Required for all staff,Required for all students,10/20/20,7658.0,6154.0,7658.0,59856.0
1994,Oakwood Middle School,3904993,7,9,0.0,2,0,STARK,907.0,Plain Local School District,Canton,7658.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-20,8/26/20,Required for all staff,Required for all students,10/20/20,7658.0,6154.0,7658.0,59856.0
1995,Ransom H Barr Elementary School,3904993,KG,4,0.0,1,0,STARK,356.0,Plain Local School District,Canton,7658.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-20,8/26/20,Required for all staff,Required for all students,10/20/20,7658.0,6154.0,7658.0,59856.0
1996,Glenwood Intermediate School,3904993,5,6,0.0,2,0,STARK,944.0,Plain Local School District,Canton,7658.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-20,8/26/20,Required for all staff,Required for all students,10/20/20,7658.0,6154.0,7658.0,59856.0
1997,Robert A. Taft Elementary School,3904993,KG,4,0.0,1,0,STARK,399.0,Plain Local School District,Canton,7658.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-20,8/26/20,Required for all staff,Required for all students,10/20/20,7658.0,6154.0,7658.0,59856.0
1998,Middlebranch Elementary School,3904993,KG,4,0.0,1,0,STARK,518.0,Plain Local School District,Canton,7658.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-20,8/26/20,Required for all staff,Required for all students,10/20/20,7658.0,6154.0,7658.0,59856.0
1999,Pleasant Elementary School,3904842,1,5,0.0,1,0,MARION,499.0,Pleasant Local School District,Marion,1420.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-06,9/2/20,Required for all staff,Required for all students,11/6/20,1420.0,1180.0,1420.0,10031.0
2000,Pleasant Middle School,3904842,6,8,0.0,2,0,MARION,297.0,Pleasant Local School District,Marion,1420.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-06,9/2/20,Required for all staff,Required for all students,11/6/20,1420.0,1180.0,1420.0,10031.0
2001,Pleasant High School,3904842,9,12,0.0,3,0,MARION,384.0,Pleasant Local School District,Marion,1420.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-06,9/2/20,Required for all staff,Required for all students,11/6/20,1420.0,1180.0,1420.0,10031.0
2002,Plymouth Elementary School,3904946,KG,1,0.0,1,0,,,Plymouth-Shiloh Local School District,Plymouth,765.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/2/20,Required for all staff,Required for all students,10/6/20,,,,
2003,Plymouth High School,3904946,9,12,0.0,3,0,RICHLAND,167.0,Plymouth-Shiloh Local School District,Plymouth,765.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/2/20,Required for all staff,Required for all students,10/6/20,765.0,694.0,765.0,13960.0
2004,Shiloh Middle School,3904946,6,8,0.0,2,0,RICHLAND,177.0,Plymouth-Shiloh Local School District,Plymouth,765.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/2/20,Required for all staff,Required for all students,10/6/20,765.0,694.0,765.0,13960.0
2005,Shiloh Elementary School,3904946,2,5,0.0,1,0,RICHLAND,350.0,Plymouth-Shiloh Local School District,Plymouth,765.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/2/20,Required for all staff,Required for all students,10/6/20,765.0,694.0,765.0,13960.0
2006,Dobbins Elementary School,3904834,3,4,0.0,1,0,MAHONING,271.0,Poland Local School District,Poland,2224.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-21,9/9/20,Required for all staff,Required for all students,10/7/20,2224.0,1834.0,2224.0,23873.0
2007,Poland Middle School,3904834,7,8,0.0,2,0,MAHONING,296.0,Poland Local School District,Poland,2224.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-21,9/9/20,Required for all staff,Required for all students,10/7/20,2224.0,1834.0,2224.0,23873.0
2008,Mckinley Elementary School,3904834,5,6,0.0,2,0,MAHONING,256.0,Poland Local School District,Poland,2224.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-21,9/9/20,Required for all staff,Required for all students,10/7/20,2224.0,1834.0,2224.0,23873.0
2009,Poland Seminary High School,3904834,9,12,0.0,3,0,MAHONING,655.0,Poland Local School District,Poland,2224.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-21,9/9/20,Required for all staff,Required for all students,10/7/20,2224.0,1834.0,2224.0,23873.0
2010,Poland Union Elementary School,3904834,KG,2,0.0,1,0,MAHONING,356.0,Poland Local School District,Poland,2224.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-21,9/9/20,Required for all staff,Required for all students,10/7/20,2224.0,1834.0,2224.0,23873.0
2011,Bataan Memorial Primary School,3904465,PK,2,0.0,1,0,OTTAWA,385.0,Port Clinton City School District,Port Clinton,1721.0,11/9/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,12/9/20,Unknown,Unknown,10/20/20,1721.0,1727.0,1727.0,6616.0
2012,Bataan Memorial Intermediate School,3904465,3,5,0.0,1,0,OTTAWA,342.0,Port Clinton City School District,Port Clinton,1721.0,11/9/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,12/9/20,Unknown,Unknown,10/20/20,1721.0,1727.0,1727.0,6616.0
2013,Port Clinton Middle School,3904465,6,8,0.0,2,0,OTTAWA,436.0,Port Clinton City School District,Port Clinton,1721.0,11/9/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,12/9/20,Unknown,Unknown,10/20/20,1721.0,1727.0,1727.0,6616.0
2014,Port Clinton High School,3904465,9,12,0.0,3,0,OTTAWA,564.0,Port Clinton City School District,Port Clinton,1721.0,11/9/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,12/9/20,Unknown,Unknown,10/20/20,1721.0,1727.0,1727.0,6616.0
2015,East Portsmouth Elementary,3910027,PK,6,0.0,1,0,SCIOTO,168.0,Portsmouth City School District,Portsmouth,1776.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-15,9/2/20,Required for all staff,Required for all students,10/15/20,1776.0,1664.0,1776.0,11926.0
2016,Portsmouth Junior High School/Portsmouth High School,3910027,7,12,0.0,3,0,SCIOTO,582.0,Portsmouth City School District,Portsmouth,1776.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-15,9/2/20,Required for all staff,Required for all students,10/15/20,1776.0,1664.0,1776.0,11926.0
2017,Portsmouth Elementary,3910027,PK,6,0.0,1,0,SCIOTO,914.0,Portsmouth City School District,Portsmouth,1776.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-15,9/2/20,Required for all staff,Required for all students,10/15/20,1776.0,1664.0,1776.0,11926.0
2018,Camden Primary School,3904928,PK,3,0.0,1,0,PREBLE,459.0,Preble Shawnee Local School District,Camden,1542.0,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,2021-01-06,9/9/20,Required for all staff,Required for all students,1/6/21,1542.0,1382.0,1542.0,6610.0
2019,Preble Shawnee High School/Junior High School,3904928,7,12,0.0,3,0,PREBLE,581.0,Preble Shawnee Local School District,Camden,1542.0,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,2021-01-06,9/9/20,Required for all staff,Required for all students,1/6/21,1542.0,1382.0,1542.0,6610.0
2020,West Elkton Intermediate School,3904928,4,6,0.0,2,0,PREBLE,342.0,Preble Shawnee Local School District,Camden,1542.0,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,2021-01-06,9/9/20,Required for all staff,Required for all students,1/6/21,1542.0,1382.0,1542.0,6610.0
2021,Put-In-Bay Elementary School,3904897,PK,6,0.0,1,0,OTTAWA,44.0,Put-In-Bay Local School District,Put IN Bay,80.0,8/31/20,On Premises,On Premises,Required for all staff,Required for all students,2020-12-02,9/2/20,Required for all staff,Required for all students,9/15/20,80.0,77.0,80.0,6616.0
2022,Put-In-Bay High School,3904897,7,12,0.0,3,0,OTTAWA,33.0,Put-In-Bay Local School District,Put IN Bay,80.0,8/31/20,On Premises,On Premises,Required for all staff,Required for all students,2020-12-02,9/2/20,Required for all staff,Required for all students,9/15/20,80.0,77.0,80.0,6616.0
2023,Pymatuning Valley High School,3904588,9,12,0.0,3,0,ASHTABULA,338.0,Pymatuning Valley Local School District,Andover,1291.0,8/24/20,On Premises,Other,Required for all staff,Required for all students,2020-10-16,8/26/20,Not Required,Required for high school students only,9/1/20,1291.0,1208.0,1291.0,12031.0
2024,Pymatuning Valley Middle School,3904588,5,8,0.0,2,0,ASHTABULA,362.0,Pymatuning Valley Local School District,Andover,1291.0,8/24/20,On Premises,Other,Required for all staff,Required for all students,2020-10-16,8/26/20,Not Required,Required for high school students only,9/1/20,1291.0,1208.0,1291.0,12031.0
2025,Pymatuning Valley Primary Elementary School,3904588,PK,4,0.0,1,0,ASHTABULA,508.0,Pymatuning Valley Local School District,Andover,1291.0,8/24/20,On Premises,Other,Required for all staff,Required for all students,2020-10-16,8/26/20,Not Required,Required for high school students only,9/1/20,1291.0,1208.0,1291.0,12031.0
2026,Brown Middle School,3904468,5,8,0.0,2,0,PORTAGE,478.0,Ravenna School District,Ravenna,2381.0,9/19/20,Hybrid,Hybrid,Required for all staff,Required for middle/high school students only,2020-11-17,10/20/20,Pending,Pending,11/4/20,2381.0,2188.0,2381.0,20789.0
2027,Carlin Elementary School,3904468,1,5,0.0,1,0,PORTAGE,257.0,Ravenna School District,Ravenna,2381.0,9/19/20,Hybrid,Hybrid,Required for all staff,Required for middle/high school students only,2020-11-17,10/20/20,Pending,Pending,11/4/20,2381.0,2188.0,2381.0,20789.0
2028,Ravenna High School,3904468,9,12,0.0,3,0,PORTAGE,598.0,Ravenna School District,Ravenna,2381.0,9/19/20,Hybrid,Hybrid,Required for all staff,Required for middle/high school students only,2020-11-17,10/20/20,Pending,Pending,11/4/20,2381.0,2188.0,2381.0,20789.0
2029,West Main Elementary School,3904468,1,5,0.0,1,0,PORTAGE,377.0,Ravenna School District,Ravenna,2381.0,9/19/20,Hybrid,Hybrid,Required for all staff,Required for middle/high school students only,2020-11-17,10/20/20,Pending,Pending,11/4/20,2381.0,2188.0,2381.0,20789.0
2030,West Park Elementary School,3904468,KG,KG,0.0,1,0,PORTAGE,184.0,Ravenna School District,Ravenna,2381.0,9/19/20,Hybrid,Hybrid,Required for all staff,Required for middle/high school students only,2020-11-17,10/20/20,Pending,Pending,11/4/20,2381.0,2188.0,2381.0,20789.0
2031,Willyard Elementary School,3904468,1,5,0.0,1,0,PORTAGE,294.0,Ravenna School District,Ravenna,2381.0,9/19/20,Hybrid,Hybrid,Required for all staff,Required for middle/high school students only,2020-11-17,10/20/20,Pending,Pending,11/4/20,2381.0,2188.0,2381.0,20789.0
2032,Bath Elementary School,3905005,4,5,0.0,2,0,SUMMIT,476.0,Revere Local School District,Richfield,2583.0,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,2020-10-01,9/9/20,Required for all staff,Required for all students,10/1/20,2583.0,2722.0,2722.0,66890.0
2033,Revere Middle School,3905005,6,8,0.0,2,0,SUMMIT,624.0,Revere Local School District,Richfield,2583.0,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,2020-10-01,9/9/20,Required for all staff,Required for all students,10/1/20,2583.0,2722.0,2722.0,66890.0
2034,Hillcrest Elementary School,3905005,KG,3,0.0,1,0,SUMMIT,757.0,Revere Local School District,Richfield,2583.0,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,2020-10-01,9/9/20,Required for all staff,Required for all students,10/1/20,2583.0,2722.0,2722.0,66890.0
2035,Revere High School,3905005,9,12,0.0,3,0,SUMMIT,865.0,Revere Local School District,Richfield,2583.0,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,2020-10-01,9/9/20,Required for all staff,Required for all students,10/1/20,2583.0,2722.0,2722.0,66890.0
2036,Richmond Heights Elementary School,3904659,PK,6,0.0,1,0,CUYAHOGA,414.0,Richmond Heights Local School District,Richmond Heights,770.0,9/9/20,Online Only,Online Only,Required for all staff,Required for all students,2020-10-06,9/9/20,Required for all staff,Required for all students,10/6/20,770.0,670.0,770.0,98343.0
2037,Richmond Heights Secondary School,3904659,7,12,0.0,3,0,CUYAHOGA,256.0,Richmond Heights Local School District,Richmond Heights,770.0,9/9/20,Online Only,Online Only,Required for all staff,Required for all students,2020-10-06,9/9/20,Required for all staff,Required for all students,10/6/20,770.0,670.0,770.0,98343.0
2038,Ridgedale Jr/Sr High School,3904843,6,12,0.0,4,0,MARION,358.0,Ridgedale Local School District,Morral,725.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-08,9/2/20,Required for all staff,Required for all students,9/15/20,725.0,673.0,725.0,10031.0
2039,Ridgedale Elementary School,3904843,KG,5,0.0,1,0,MARION,315.0,Ridgedale Local School District,Morral,725.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-08,9/2/20,Required for all staff,Required for all students,9/15/20,725.0,673.0,725.0,10031.0
2040,Ridgemont Elementary School,3904750,KG,6,0.0,1,0,HARDIN,267.0,Ridgemont Local School District,Mount Victory,550.0,8/21/20,Hybrid,On Premises,Required for all staff,Required for all students,2020-11-05,8/26/20,Required for All Staff,Required for all students,9/1/20,550.0,495.0,550.0,4205.0
2041,Ridgemont High School,3904750,7,12,0.0,3,0,HARDIN,228.0,Ridgemont Local School District,Mount Victory,550.0,8/21/20,Hybrid,On Premises,Required for all staff,Required for all students,2020-11-05,8/26/20,Required for All Staff,Required for all students,9/1/20,550.0,495.0,550.0,4205.0
2042,Ridgewood High School,3904647,8,12,0.0,3,0,COSHOCTON,450.0,Ridgewood Local School District,West Lafayette,1274.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-13,9/2/20,Required for all staff,Required for all students,10/13/20,1274.0,1238.0,1274.0,5149.0
2043,Ridgewood Middle School,3904647,4,7,0.0,2,0,COSHOCTON,385.0,Ridgewood Local School District,West Lafayette,1274.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-13,9/2/20,Required for all staff,Required for all students,10/13/20,1274.0,1238.0,1274.0,5149.0
2044,Ridgewood Elementary School,3904647,PK,3,0.0,1,0,COSHOCTON,403.0,Ridgewood Local School District,West Lafayette,1274.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-13,9/2/20,Required for all staff,Required for all students,10/13/20,1274.0,1238.0,1274.0,5149.0
2045,Ripley Union Lewis Huntington Elementary School,3904607,PK,4,0.0,1,0,BROWN,300.0,Ripley-Union-Lewis Huntington Sch Dist,Ripley,825.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-19,8/26/20,Required for all staff,Required for all students,9/24/20,825.0,819.0,825.0,7499.0
2046,Ripley-Union-Lewis-Huntington High School,3904607,9,12,0.0,3,0,BROWN,265.0,Ripley-Union-Lewis Huntington Sch Dist,Ripley,825.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-19,8/26/20,Required for all staff,Required for all students,9/24/20,825.0,819.0,825.0,7499.0
2047,Ripley Union Lewis Huntington Middle School,3904607,5,8,0.0,2,0,BROWN,254.0,Ripley-Union-Lewis Huntington Sch Dist,Ripley,825.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-19,8/26/20,Required for all staff,Required for all students,9/24/20,825.0,819.0,825.0,7499.0
2048,Rittman High School,3910028,9,12,0.0,3,0,WAYNE,289.0,Rittman Exempted Village Schools,Rittman,1264.0,8/18/20,Other,Hybrid,Required for all staff,Required for all students,2021-01-07,8/18/20,Required for all staff,Required for all students,9/11/20,1264.0,1003.0,1264.0,14429.0
2049,Rittman Middle School,3910028,6,8,0.0,2,0,WAYNE,259.0,Rittman Exempted Village Schools,Rittman,1264.0,8/18/20,Other,Hybrid,Required for all staff,Required for all students,2021-01-07,8/18/20,Required for all staff,Required for all students,9/11/20,1264.0,1003.0,1264.0,14429.0
2050,Rittman Elementary School,3910028,KG,5,0.0,1,0,WAYNE,455.0,Rittman Exempted Village Schools,Rittman,1264.0,8/18/20,Other,Hybrid,Required for all staff,Required for all students,2021-01-07,8/18/20,Required for all staff,Required for all students,9/11/20,1264.0,1003.0,1264.0,14429.0
2051,Liberty Elementary School,3904844,PK,5,0.0,1,0,MARION,399.0,River Valley Local School District,Caledonia,1985.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-06,9/2/20,Required for all staff,Required for all students,9/15/20,1985.0,1941.0,1985.0,10031.0
2052,River Valley High School,3904844,9,12,0.0,3,0,MARION,553.0,River Valley Local School District,Caledonia,1985.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-06,9/2/20,Required for all staff,Required for all students,9/15/20,1985.0,1941.0,1985.0,10031.0
2053,River Valley Middle School,3904844,6,8,0.0,2,0,MARION,492.0,River Valley Local School District,Caledonia,1985.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-06,9/2/20,Required for all staff,Required for all students,9/15/20,1985.0,1941.0,1985.0,10031.0
2054,Heritage Elementary School,3904844,KG,5,0.0,1,0,MARION,497.0,River Valley Local School District,Caledonia,1985.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-06,9/2/20,Required for all staff,Required for all students,9/15/20,1985.0,1941.0,1985.0,10031.0
2055,Conesville Elementary School,3904648,PK,6,0.0,1,0,COSHOCTON,338.0,River View Local School District,Warsaw,2105.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-09,9/2/20,Required for all staff,Required for all students,9/14/20,2105.0,1978.0,2105.0,5149.0
2056,Keene Elementary School,3904648,KG,6,0.0,1,0,COSHOCTON,251.0,River View Local School District,Warsaw,2105.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-09,9/2/20,Required for all staff,Required for all students,9/14/20,2105.0,1978.0,2105.0,5149.0
2057,River View High School,3904648,9,12,0.0,3,0,COSHOCTON,574.0,River View Local School District,Warsaw,2105.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-09,9/2/20,Required for all staff,Required for all students,9/14/20,2105.0,1978.0,2105.0,5149.0
2058,Union Elementary School,3904648,KG,6,0.0,1,0,COSHOCTON,163.0,River View Local School District,Warsaw,2105.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-09,9/2/20,Required for all staff,Required for all students,9/14/20,2105.0,1978.0,2105.0,5149.0
2059,Warsaw Elementary School,3904648,PK,6,0.0,1,0,COSHOCTON,332.0,River View Local School District,Warsaw,2105.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-09,9/2/20,Required for all staff,Required for all students,9/14/20,2105.0,1978.0,2105.0,5149.0
