SrcName,ncessch,schnam,leaid,gslo,gshi,STUSAB,openEnroll,level,MultiBdy,EXACT_CITY,COUNTY,LEVEL_,ENROLLMENT,SchoolYear,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment_1,DATE,ending_teachingmethod,starting_teachingmethod,ending_staffmaskpolicy,ending_studentmaskpolicy,ending_lastverifieddate,District_nces,OpenDateGrouped,starting_staffmaskpolicy,starting_studentmaskpolicy,starting_lastverifieddate
NA,3.90E+11,Anthony Wayne High School,3904820,9,12,OH,0,3,0,WHITEHOUSE,LUCAS,HIGH,1365,2020-2021,Anthony Wayne Local School District,Public,Whitehouse,OH,4442,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/15/20,3904820,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Fallen Timbers Middle School,3904820,5,6,OH,0,2,0,WHITEHOUSE,LUCAS,MIDDLE,692,2020-2021,Anthony Wayne Local School District,Public,Whitehouse,OH,4442,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/15/20,3904820,9/2/20,Required for all staff,Required for all students,9/15/20
Not provided,3.90E+11,Monclova Elementary School,3904820,KG,4,OH,0,1,0,MONCLOVA,LUCAS,ELEMENTARY,553,2020-2021,Anthony Wayne Local School District,Public,Whitehouse,OH,4442,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/15/20,3904820,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Waterville Primary School,3904820,KG,4,OH,0,1,0,WATERVILLE,LUCAS,ELEMENTARY,462,2020-2021,Anthony Wayne Local School District,Public,Whitehouse,OH,4442,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/15/20,3904820,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Whitehouse Primary School,3904820,KG,4,OH,0,1,0,WHITEHOUSE,LUCAS,ELEMENTARY,446,2020-2021,Anthony Wayne Local School District,Public,Whitehouse,OH,4442,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/15/20,3904820,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Antwerp Local Elementary School,3904899,PK,5,OH,0,1,0,ANTWERP,PAULDING,ELEMENTARY,363,2020-2021,Antwerp Local School District,Public,Antwerp,OH,734,8/20/20,On Premises,On Premises,Required for all staff,Required for all students,10/16/20,3904899,8/26/20,Required for all staff,Required for all students,10/16/20
NA,3.90E+11,Antwerp Local High School,3904899,9,12,OH,0,3,0,ANTWERP,PAULDING,HIGH,183,2020-2021,Antwerp Local School District,Public,Antwerp,OH,734,8/20/20,On Premises,On Premises,Required for all staff,Required for all students,10/16/20,3904899,8/26/20,Required for all staff,Required for all students,10/16/20
NA,3.90E+11,Antwerp Local Middle School,3904899,6,8,OH,0,2,0,ANTWERP,PAULDING,MIDDLE,174,2020-2021,Antwerp Local School District,Public,Antwerp,OH,734,8/20/20,On Premises,On Premises,Required for all staff,Required for all students,10/16/20,3904899,8/26/20,Required for all staff,Required for all students,10/16/20
NA,3.91E+11,Arcadia Elementary School,3910002,KG,6,OH,0,1,0,ARCADIA,HANCOCK,ELEMENTARY,295,2020-2021,Arcadia Local School District,Public,Arcadia,OH,600,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/7/21,3910002,9/9/20,Required for all staff,Required for all students,9/30/20
NA,3.91E+11,Arcadia High School,3910002,9,12,OH,0,3,0,ARCADIA,HANCOCK,HIGH,222,2020-2021,Arcadia Local School District,Public,Arcadia,OH,600,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/7/21,3910002,9/9/20,Required for all staff,Required for all students,9/30/20
NA,3.91E+11,Arcadia Middle School,3910002,7,8,OH,0,2,0,ARCADIA,HANCOCK,MIDDLE,97,2020-2021,Arcadia Local School District,Public,Arcadia,OH,600,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/7/21,3910002,9/9/20,Required for all staff,Required for all students,9/30/20
NA,3.90E+11,Arcanum Elementary School,3904663,KG,4,OH,0,1,0,ARCANUM,DARKE,ELEMENTARY,484,2020-2021,Arcanum Butler Local School District,Public,Arcanum,OH,1187,9/8/20,Online Only,Hybrid,Required for all staff,Required for all students,1/6/21,3904663,9/9/20,Pending,Pending,8/18/20
NA,3.90E+11,Arcanum High School,3904663,9,12,OH,0,3,0,ARCANUM,DARKE,HIGH,374,2020-2021,Arcanum Butler Local School District,Public,Arcanum,OH,1187,9/8/20,Online Only,Hybrid,Required for all staff,Required for all students,1/6/21,3904663,9/9/20,Pending,Pending,8/18/20
NA,3.90E+11,Butler Middle School,3904663,5,8,OH,0,2,0,ARCANUM,DARKE,MIDDLE,337,2020-2021,Arcanum Butler Local School District,Public,Arcanum,OH,1187,9/8/20,Online Only,Hybrid,Required for all staff,Required for all students,1/6/21,3904663,9/9/20,Pending,Pending,8/18/20
NA,3.90E+11,Archbold Elementary School,3904704,KG,4,OH,0,1,0,ARCHBOLD,FULTON,ELEMENTARY,466,2020-2021,Archbold-Area Local School District,Public,Archbold,OH,1467,NA,Pending,Unknown,Pending,Pending,NA,3904704,NA,Not Required,Required for middle/high school students only,9/1/20
NA,3.90E+11,Archbold High School,3904704,9,12,OH,0,3,0,ARCHBOLD,FULTON,HIGH,361,2020-2021,Archbold-Area Local School District,Public,Archbold,OH,1467,NA,Pending,Unknown,Pending,Pending,NA,3904704,NA,Not Required,Required for middle/high school students only,9/1/20
NA,3.90E+11,Archbold Middle School,3904704,5,8,OH,0,2,0,ARCHBOLD,FULTON,MIDDLE,383,2020-2021,Archbold-Area Local School District,Public,Archbold,OH,1467,NA,Pending,Unknown,Pending,Pending,NA,3904704,NA,Not Required,Required for middle/high school students only,9/1/20
NA,3.90E+11,Arlington Local Elementary School,3904742,KG,6,OH,0,1,0,ARLINGTON,HANCOCK,ELEMENTARY,294,2020-2021,Arlington Local School District,Public,Arlington,OH,599,9/8/20,On Premises,Unknown,Required for all staff,Required for all students,10/13/20,3904742,9/9/20,Required for All Staff,Required for middle/high school students only,9/1/20
NA,3.90E+11,Arlington Local High School,3904742,7,12,OH,0,3,0,ARLINGTON,HANCOCK,HIGH,277,2020-2021,Arlington Local School District,Public,Arlington,OH,599,9/8/20,On Premises,Unknown,Required for all staff,Required for all students,10/13/20,3904742,9/9/20,Required for All Staff,Required for middle/high school students only,9/1/20
ASHLAND HIGH SCHOOL,3.90E+11,Ashland High School,3904350,9,12,OH,0,3,0,ASHLAND,ASHLAND,HIGH,959,2020-2021,Ashland City School District,Public,Ashland,OH,3365,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/15/20,3904350,9/9/20,Required for all staff,Required for all students,10/7/20
ASHLAND MIDDLE SCHOOL,3.90E+11,Ashland Middle School,3904350,6,8,OH,0,2,0,ASHLAND,ASHLAND,MIDDLE,726,2020-2021,Ashland City School District,Public,Ashland,OH,3365,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/15/20,3904350,9/9/20,Required for all staff,Required for all students,10/7/20
EDISON PRIMARY,3.90E+11,Edison Elementary School,3904350,KG,3,OH,0,1,0,ASHLAND,ASHLAND,ELEMENTARY,460,2020-2021,Ashland City School District,Public,Ashland,OH,3365,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/15/20,3904350,9/9/20,Required for all staff,Required for all students,10/7/20
TAFT INTERMEDIATE,3.90E+11,Taft Intermediate School,3904350,3,5,OH,0,1,0,ASHLAND,ASHLAND,ELEMENTARY,520,2020-2021,Ashland City School District,Public,Ashland,OH,3365,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/15/20,3904350,9/9/20,Required for all staff,Required for all students,10/7/20
REAGAN PRIMARY,3.90E+11,Reagan Elementary School,3904350,PK,3,OH,0,1,0,ASHLAND,ASHLAND,ELEMENTARY,595,2020-2021,Ashland City School District,Public,Ashland,OH,3365,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/15/20,3904350,9/9/20,Required for all staff,Required for all students,10/7/20
NA,3.90E+11,Lakeside High School,3904351,8,12,OH,2,3,0,ASHTABULA,ASHTABULA,HIGH,964,2020-2021,Ashtabula Area City School District,Public,Ashtabula,OH,3504,10/5/20,Hybrid,NA,Pending,Pending,8/28/20,3904351,10/20/20,NA,NA,NA
NA,3.90E+11,Lakeside Junior High School,3904351,7,9,OH,2,2,0,ASHTABULA,ASHTABULA,MIDDLE,471,2020-2021,Ashtabula Area City School District,Public,Ashtabula,OH,3504,10/5/20,Hybrid,NA,Pending,Pending,8/28/20,3904351,10/20/20,NA,NA,NA
NA,3.90E+11,Ontario Primary School,3904351,KG,3,OH,2,1,0,ASHTABULA,ASHTABULA,ELEMENTARY,336,2020-2021,Ashtabula Area City School District,Public,Ashtabula,OH,3504,10/5/20,Hybrid,NA,Pending,Pending,8/28/20,3904351,10/20/20,NA,NA,NA
NA,3.90E+11,Erie Intermediate School,3904351,3,6,OH,2,1,0,ASHTABULA,ASHTABULA,MIDDLE,410,2020-2021,Ashtabula Area City School District,Public,Ashtabula,OH,3504,10/5/20,Hybrid,NA,Pending,Pending,8/28/20,3904351,10/20/20,NA,NA,NA
NA,3.90E+11,Michigan Primary School,3904351,KG,3,OH,2,1,0,ASHTABULA,ASHTABULA,ELEMENTARY,346,2020-2021,Ashtabula Area City School District,Public,Ashtabula,OH,3504,10/5/20,Hybrid,NA,Pending,Pending,8/28/20,3904351,10/20/20,NA,NA,NA
NA,3.90E+11,Huron Primary School,3904351,KG,3,OH,2,1,0,ASHTABULA,ASHTABULA,ELEMENTARY,342,2020-2021,Ashtabula Area City School District,Public,Ashtabula,OH,3504,10/5/20,Hybrid,NA,Pending,Pending,8/28/20,3904351,10/20/20,NA,NA,NA
NA,3.90E+11,Superior Intermediate School,3904351,3,6,OH,2,1,0,ASHTABULA,ASHTABULA,MIDDLE,383,2020-2021,Ashtabula Area City School District,Public,Ashtabula,OH,3504,10/5/20,Hybrid,NA,Pending,Pending,8/28/20,3904351,10/20/20,NA,NA,NA
NA,3.90E+11,Athens High School,3904352,9,12,OH,0,3,0,THE PLAINS,ATHENS,HIGH,769,2020-2021,Athens City School District,Public,The Plains,OH,2665,8/31/20,Online Only,Online Only,Required for all staff,Required for all students,10/7/20,3904352,9/2/20,Required for all staff,Required for all students,10/7/20
NA,3.90E+11,Athens Middle School,3904352,7,8,OH,0,2,0,ATHENS,ATHENS,MIDDLE,400,2020-2021,Athens City School District,Public,The Plains,OH,2665,8/31/20,Online Only,Online Only,Required for all staff,Required for all students,10/7/20,3904352,9/2/20,Required for all staff,Required for all students,10/7/20
NA,3.90E+11,East Elementary School,3904352,KG,6,OH,0,1,0,ATHENS,ATHENS,ELEMENTARY,382,2020-2021,Athens City School District,Public,The Plains,OH,2665,8/31/20,Online Only,Online Only,Required for all staff,Required for all students,10/7/20,3904352,9/2/20,Required for all staff,Required for all students,10/7/20
NA,3.90E+11,Morrison Elementary School,3904352,KG,6,OH,0,1,0,ATHENS,ATHENS,ELEMENTARY,408,2020-2021,Athens City School District,Public,The Plains,OH,2665,8/31/20,Online Only,Online Only,Required for all staff,Required for all students,10/7/20,3904352,9/2/20,Required for all staff,Required for all students,10/7/20
NA,3.90E+11,The Plains Elementary School,3904352,KG,6,OH,0,1,0,THE PLAINS,ATHENS,ELEMENTARY,402,2020-2021,Athens City School District,Public,The Plains,OH,2665,8/31/20,Online Only,Online Only,Required for all staff,Required for all students,10/7/20,3904352,9/2/20,Required for all staff,Required for all students,10/7/20
NA,3.90E+11,West Elementary School,3904352,KG,6,OH,0,1,0,ATHENS,ATHENS,ELEMENTARY,197,2020-2021,Athens City School District,Public,The Plains,OH,2665,8/31/20,Online Only,Online Only,Required for all staff,Required for all students,10/7/20,3904352,9/2/20,Required for all staff,Required for all students,10/7/20
NA,3.90E+11,Aurora High School,3904917,9,12,OH,0,3,0,AURORA,PORTAGE,HIGH,991,2020-2021,Aurora City School District,Public,Aurora,OH,3113,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/14/20,3904917,9/2/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Harmon Middle School,3904917,6,8,OH,0,2,0,AURORA,PORTAGE,MIDDLE,677,2020-2021,Aurora City School District,Public,Aurora,OH,3113,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/14/20,3904917,9/2/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Craddock Elementary School,3904917,1,2,OH,0,1,0,AURORA,PORTAGE,ELEMENTARY,401,2020-2021,Aurora City School District,Public,Aurora,OH,3113,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/14/20,3904917,9/2/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Leighton Elementary School,3904917,3,5,OH,0,1,0,AURORA,PORTAGE,ELEMENTARY,639,2020-2021,Aurora City School District,Public,Aurora,OH,3113,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/14/20,3904917,9/2/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Miller Elementary School,3904917,PK,KG,OH,0,1,0,AURORA,PORTAGE,ELEMENTARY,246,2020-2021,Aurora City School District,Public,Aurora,OH,3113,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/14/20,3904917,9/2/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Austintown Middle School,3904829,6,8,OH,0,2,0,YOUNGSTOWN,MAHONING,MIDDLE,1118,2020-2021,Austintown Local Schools,Public,Youngstown,OH,4656,8/31/20,Other,Other,Required for all staff,Required for all students,1/20/21,3904829,9/2/20,Required for all staff,Required for all students,1/20/21
NA,3.90E+11,Fitch High School,3904829,9,12,OH,0,3,0,YOUNGSTOWN,MAHONING,HIGH,1430,2020-2021,Austintown Local Schools,Public,Youngstown,OH,4656,8/31/20,Other,Other,Required for all staff,Required for all students,1/20/21,3904829,9/2/20,Required for all staff,Required for all students,1/20/21
NA,3.90E+11,Austintown Intermediate School,3904829,3,5,OH,0,1,0,YOUNGSTOWN,MAHONING,ELEMENTARY,1014,2020-2021,Austintown Local Schools,Public,Youngstown,OH,4656,8/31/20,Other,Other,Required for all staff,Required for all students,1/20/21,3904829,9/2/20,Required for all staff,Required for all students,1/20/21
NA,3.90E+11,Austintown Elementary School,3904829,KG,2,OH,0,1,0,YOUNGSTOWN,MAHONING,ELEMENTARY,1067,2020-2021,Austintown Local Schools,Public,Youngstown,OH,4656,8/31/20,Other,Other,Required for all staff,Required for all students,1/20/21,3904829,9/2/20,Required for all staff,Required for all students,1/20/21
NA,3.90E+11,Troy Intermediate Elementary School,3904812,4,6,OH,0,2,0,AVON LAKE,LORAIN,MIDDLE,601,2020-2021,Avon Lake City School District,Public,Avon Lake,OH,3940,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,12/23/20,3904812,9/2/20,Pending,Pending,9/14/20
NA,3.90E+11,Avon Lake High School,3904812,9,12,OH,0,3,0,AVON LAKE,LORAIN,HIGH,1224,2020-2021,Avon Lake City School District,Public,Avon Lake,OH,3940,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,12/23/20,3904812,9/2/20,Pending,Pending,9/14/20
NA,3.90E+11,Eastview Elementary School,3904812,KG,4,OH,0,1,0,AVON LAKE,LORAIN,ELEMENTARY,415,2020-2021,Avon Lake City School District,Public,Avon Lake,OH,3940,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,12/23/20,3904812,9/2/20,Pending,Pending,9/14/20
NA,3.90E+11,Erieview Elementary School,3904812,KG,4,OH,0,1,0,AVON LAKE,LORAIN,ELEMENTARY,283,2020-2021,Avon Lake City School District,Public,Avon Lake,OH,3940,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,12/23/20,3904812,9/2/20,Pending,Pending,9/14/20
NA,3.90E+11,Learwood Middle School,3904812,7,8,OH,0,2,0,AVON LAKE,LORAIN,MIDDLE,650,2020-2021,Avon Lake City School District,Public,Avon Lake,OH,3940,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,12/23/20,3904812,9/2/20,Pending,Pending,9/14/20
NA,3.90E+11,Redwood Elementary School,3904812,PK,4,OH,0,1,0,AVON LAKE,LORAIN,ELEMENTARY,427,2020-2021,Avon Lake City School District,Public,Avon Lake,OH,3940,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,12/23/20,3904812,9/2/20,Pending,Pending,9/14/20
NA,3.90E+11,Westview Elementary School,3904812,KG,4,OH,0,1,0,AVON LAKE,LORAIN,ELEMENTARY,219,2020-2021,Avon Lake City School District,Public,Avon Lake,OH,3940,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,12/23/20,3904812,9/2/20,Pending,Pending,9/14/20
NA,3.90E+11,Avon Middle School,3904811,5,8,OH,0,2,0,AVON,LORAIN,MIDDLE,1127,2020-2021,Avon Local School District,Public,Avon,OH,4351,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,12/28/20,3904811,9/2/20,Required for all staff,Required for all students,12/7/20
NA,3.90E+11,Avon High School,3904811,8,12,OH,0,3,0,AVON,LORAIN,HIGH,1308,2020-2021,Avon Local School District,Public,Avon,OH,4351,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,12/28/20,3904811,9/2/20,Required for all staff,Required for all students,12/7/20
NA,3.90E+11,Avon East Elementary School,3904811,KG,2,OH,0,1,0,AVON,LORAIN,ELEMENTARY,630,2020-2021,Avon Local School District,Public,Avon,OH,4351,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,12/28/20,3904811,9/2/20,Required for all staff,Required for all students,12/7/20
NA,3.90E+11,Avon Early Learning Center,3904811,PK,KG,OH,0,1,0,AVON,LORAIN,ELEMENTARY,277,2020-2021,Avon Local School District,Public,Avon,OH,4351,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,12/28/20,3904811,9/2/20,Required for all staff,Required for all students,12/7/20
NA,3.90E+11,Avon Heritage Elementary School,3904811,2,5,OH,0,1,0,AVON,LORAIN,ELEMENTARY,968,2020-2021,Avon Local School District,Public,Avon,OH,4351,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,12/28/20,3904811,9/2/20,Required for all staff,Required for all students,12/7/20
NA,3.90E+11,Ayersville Elementary School,3904670,KG,6,OH,0,1,0,DEFIANCE,DEFIANCE,ELEMENTARY,401,2020-2021,Ayersville Local Schools,Public,Defiance,OH,800,9/3/20,On Premises,On Premises,Required for all staff,Required for all students,12/18/20,3904670,9/9/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Ayersville High School,3904670,7,12,OH,0,3,0,DEFIANCE,DEFIANCE,HIGH,336,2020-2021,Ayersville Local Schools,Public,Defiance,OH,800,9/3/20,On Premises,On Premises,Required for all staff,Required for all students,12/18/20,3904670,9/9/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Barberton High School,3904353,9,12,OH,0,3,0,BARBERTON,SUMMIT,HIGH,1400,2020-2021,Barberton City School District,Public,Barberton,OH,3700,9/2/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/19/20,3904353,9/2/20,Required for all staff,Required for all students,10/5/20
2 WEST ELEMENTARY,3.90E+11,Barberton Elementary School West,3904353,PK,5,OH,0,1,0,BARBERTON,SUMMIT,ELEMENTARY,685,2020-2021,Barberton City School District,Public,Barberton,OH,3700,9/2/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/19/20,3904353,9/2/20,Required for all staff,Required for all students,10/5/20
NA,3.90E+11,Barberton Middle School,3904353,5,8,OH,0,2,0,BARBERTON,SUMMIT,MIDDLE,1095,2020-2021,Barberton City School District,Public,Barberton,OH,3700,9/2/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/19/20,3904353,9/2/20,Required for all staff,Required for all students,10/5/20
